TIME_PERIOD;TYPE;UNIT;VALUE;;CONF_STATUS
2023-04;Geothermal;Percentage;0.000;;
2023-05;Geothermal;Percentage;0.000;;
2023-06;Geothermal;Percentage;0.000;;
2023-07;Geothermal;Percentage;0.000;;
2023-08;Geothermal;Percentage;0.000;;
2023-09;Geothermal;Percentage;0.000;;
2023-10;Geothermal;Percentage;0.000;;
2023-11;Geothermal;Percentage;0.000;;
2023-12;Geothermal;Percentage;0.000;;
2024-01;Geothermal;Percentage;0;;
2024-02;Geothermal;Percentage;0;;
2024-03;Geothermal;Percentage;0;;
2024-04;Geothermal;Percentage;0;;
2024-05;Geothermal;Percentage;0;;
2024-06;Geothermal;Percentage;0;;
2024-07;Geothermal;Percentage;0;;
2024-08;Geothermal;Percentage;0;;
2024-09;Geothermal;Percentage;0;;
2024-10;Geothermal;Percentage;0;;
2024-11;Geothermal;Percentage;0;;
2024-12;Geothermal;Percentage;0;;
2025-01;Geothermal;Percentage;0;;
2025-02;Geothermal;Percentage;0;;
2025-03;Geothermal;Percentage;0;;
2025-04;Geothermal;Percentage;0.000;;
2025-05;Geothermal;Percentage;0.000;;
2025-06;Geothermal;Percentage;0.000;;
2025-07;Geothermal;Percentage;0.000;;
2025-08;Geothermal;Percentage;0.000;;
2008-01;Wind;Gigawatt-hour;0;;
2008-02;Wind;Gigawatt-hour;0;;
2008-03;Wind;Gigawatt-hour;0;;
2008-04;Wind;Gigawatt-hour;0;;
2008-05;Wind;Gigawatt-hour;0;;
2008-06;Wind;Gigawatt-hour;0;;
2008-07;Wind;Gigawatt-hour;0;;
2008-08;Wind;Gigawatt-hour;0;;
2008-09;Wind;Gigawatt-hour;0;;
2008-10;Wind;Gigawatt-hour;0;;
2008-11;Wind;Gigawatt-hour;0;;
2008-12;Wind;Gigawatt-hour;0;;
2009-01;Wind;Gigawatt-hour;0;;
2009-02;Wind;Gigawatt-hour;0;;
2009-03;Wind;Gigawatt-hour;0;;
2009-04;Wind;Gigawatt-hour;0;;
2009-05;Wind;Gigawatt-hour;0;;
2009-06;Wind;Gigawatt-hour;0;;
2009-07;Wind;Gigawatt-hour;0;;
2009-08;Wind;Gigawatt-hour;0;;
2009-09;Wind;Gigawatt-hour;0;;
2009-10;Wind;Gigawatt-hour;0;;
2009-11;Wind;Gigawatt-hour;0;;
2009-12;Wind;Gigawatt-hour;0;;
2010-01;Wind;Gigawatt-hour;0;;
2010-02;Wind;Gigawatt-hour;0;;
2010-03;Wind;Gigawatt-hour;0;;
2010-04;Wind;Gigawatt-hour;0;;
2010-05;Wind;Gigawatt-hour;0;;
2010-06;Wind;Gigawatt-hour;0;;
2010-07;Wind;Gigawatt-hour;0;;
2010-08;Wind;Gigawatt-hour;0;;
2010-09;Wind;Gigawatt-hour;0;;
2010-10;Wind;Gigawatt-hour;0;;
2010-11;Wind;Gigawatt-hour;0;;
2010-12;Wind;Gigawatt-hour;0;;
2011-01;Wind;Gigawatt-hour;162;;
2011-02;Wind;Gigawatt-hour;250;;
2011-03;Wind;Gigawatt-hour;246;;
2011-04;Wind;Gigawatt-hour;218;;
2011-05;Wind;Gigawatt-hour;156;;
2011-06;Wind;Gigawatt-hour;154;;
2011-07;Wind;Gigawatt-hour;155;;
2011-08;Wind;Gigawatt-hour;189;;
2011-09;Wind;Gigawatt-hour;201;;
2011-10;Wind;Gigawatt-hour;252;;
2011-11;Wind;Gigawatt-hour;199;;
2011-12;Wind;Gigawatt-hour;456;;
2012-01;Wind;Gigawatt-hour;420;;
2012-02;Wind;Gigawatt-hour;361;;
2012-03;Wind;Gigawatt-hour;429;;
2012-04;Wind;Gigawatt-hour;310;;
2012-05;Wind;Gigawatt-hour;258;;
2012-06;Wind;Gigawatt-hour;232;;
2012-07;Wind;Gigawatt-hour;238;;
2012-08;Wind;Gigawatt-hour;254;;
2012-09;Wind;Gigawatt-hour;363;;
2012-10;Wind;Gigawatt-hour;408;;
2012-11;Wind;Gigawatt-hour;441;;
2012-12;Wind;Gigawatt-hour;510;;
2013-01;Wind;Gigawatt-hour;489;;
2013-02;Wind;Gigawatt-hour;340;;
2013-03;Wind;Gigawatt-hour;571;;
2013-04;Wind;Gigawatt-hour;410;;
2013-05;Wind;Gigawatt-hour;358;;
2013-06;Wind;Gigawatt-hour;301;;
2013-07;Wind;Gigawatt-hour;314;;
2013-08;Wind;Gigawatt-hour;308;;
2013-09;Wind;Gigawatt-hour;445;;
2013-10;Wind;Gigawatt-hour;625;;
2013-11;Wind;Gigawatt-hour;658;;
2013-12;Wind;Gigawatt-hour;988;;
2014-01;Wind;Gigawatt-hour;928;;
2014-02;Wind;Gigawatt-hour;737;;
2014-03;Wind;Gigawatt-hour;699;;
2014-04;Wind;Gigawatt-hour;483;;
2014-05;Wind;Gigawatt-hour;612;;
2014-06;Wind;Gigawatt-hour;420;;
2014-07;Wind;Gigawatt-hour;434;;
2014-08;Wind;Gigawatt-hour;466;;
2014-09;Wind;Gigawatt-hour;489;;
2014-10;Wind;Gigawatt-hour;541;;
2014-11;Wind;Gigawatt-hour;575;;
2014-12;Wind;Gigawatt-hour;1065;;
2015-01;Wind;Gigawatt-hour;1191;;
2015-02;Wind;Gigawatt-hour;711;;
2015-03;Wind;Gigawatt-hour;921;;
2015-04;Wind;Gigawatt-hour;951;;
2015-05;Wind;Gigawatt-hour;627;;
2015-06;Wind;Gigawatt-hour;456;;
2015-07;Wind;Gigawatt-hour;722;;
2015-08;Wind;Gigawatt-hour;604;;
2015-09;Wind;Gigawatt-hour;732;;
2015-10;Wind;Gigawatt-hour;726;;
2015-11;Wind;Gigawatt-hour;1234;;
2015-12;Wind;Gigawatt-hour;1687;;
2016-01;Wind;Gigawatt-hour;1196;;
2016-02;Wind;Gigawatt-hour;1439;;
2016-03;Wind;Gigawatt-hour;810;;
2016-04;Wind;Gigawatt-hour;901;;
2016-05;Wind;Gigawatt-hour;739;;
2016-06;Wind;Gigawatt-hour;615;;
2016-07;Wind;Gigawatt-hour;720;;
2016-08;Wind;Gigawatt-hour;712;;
2016-09;Wind;Gigawatt-hour;637;;
2016-10;Wind;Gigawatt-hour;1209;;
2016-11;Wind;Gigawatt-hour;1390;;
2016-12;Wind;Gigawatt-hour;1658;;
2017-01;Wind;Gigawatt-hour;1156.093;;
2017-02;Wind;Gigawatt-hour;1266.168;;
2017-03;Wind;Gigawatt-hour;1201.023;;
2017-04;Wind;Gigawatt-hour;1325.603;;
2017-05;Wind;Gigawatt-hour;912.670;;
2017-06;Wind;Gigawatt-hour;1104.115;;
2017-07;Wind;Gigawatt-hour;748.915;;
2017-08;Wind;Gigawatt-hour;806.095;;
2017-09;Wind;Gigawatt-hour;1108.633;;
2017-10;Wind;Gigawatt-hour;1744.727;;
2017-11;Wind;Gigawatt-hour;1309.571;;
2017-12;Wind;Gigawatt-hour;1848.555;;
2018-01;Wind;Gigawatt-hour;1711.773;;
2018-02;Wind;Gigawatt-hour;594.638;;
2018-03;Wind;Gigawatt-hour;1108.090;;
2018-04;Wind;Gigawatt-hour;1275.428;;
2018-05;Wind;Gigawatt-hour;797.923;;
2018-06;Wind;Gigawatt-hour;748.039;;
2018-07;Wind;Gigawatt-hour;674.737;;
2018-08;Wind;Gigawatt-hour;682.360;;
2018-09;Wind;Gigawatt-hour;985.419;;
2018-10;Wind;Gigawatt-hour;1440.952;;
2018-11;Wind;Gigawatt-hour;1010.325;;
2018-12;Wind;Gigawatt-hour;1457.661;;
2019-01;Wind;Gigawatt-hour;1541.634;;
2019-02;Wind;Gigawatt-hour;1514.338;;
2019-03;Wind;Gigawatt-hour;1775.231;;
2019-04;Wind;Gigawatt-hour;1230.862;;
2019-05;Wind;Gigawatt-hour;1002.763;;
2019-06;Wind;Gigawatt-hour;743.886;;
2019-07;Wind;Gigawatt-hour;893.691;;
2019-08;Wind;Gigawatt-hour;588.167;;
2019-09;Wind;Gigawatt-hour;1176.146;;
2019-10;Wind;Gigawatt-hour;1149.931;;
2019-11;Wind;Gigawatt-hour;1326.235;;
2019-12;Wind;Gigawatt-hour;1760.090;;
2020-01;Wind;Gigawatt-hour;1863.674;;
2020-02;Wind;Gigawatt-hour;2139.094;;
2020-03;Wind;Gigawatt-hour;1473.405;;
2020-04;Wind;Gigawatt-hour;1218.739;;
2020-05;Wind;Gigawatt-hour;1118.020;;
2020-06;Wind;Gigawatt-hour;733.992;;
2020-07;Wind;Gigawatt-hour;858.783;;
2020-08;Wind;Gigawatt-hour;682.638;;
2020-09;Wind;Gigawatt-hour;907.871;;
2020-10;Wind;Gigawatt-hour;1304.337;;
2020-11;Wind;Gigawatt-hour;1260.882;;
2020-12;Wind;Gigawatt-hour;1692.407;;
2021-01;Wind;Gigawatt-hour;1253.160;;
2021-02;Wind;Gigawatt-hour;1289.368;;
2021-03;Wind;Gigawatt-hour;1417.700;;
2021-04;Wind;Gigawatt-hour;1390.181;;
2021-05;Wind;Gigawatt-hour;1404.014;;
2021-06;Wind;Gigawatt-hour;662.819;;
2021-07;Wind;Gigawatt-hour;709.222;;
2021-08;Wind;Gigawatt-hour;1054.057;;
2021-09;Wind;Gigawatt-hour;1053.893;;
2021-10;Wind;Gigawatt-hour;2181.775;;
2021-11;Wind;Gigawatt-hour;1719.481;;
2021-12;Wind;Gigawatt-hour;1861.418;;
2022-01;Wind;Gigawatt-hour;2574.896;;
2022-02;Wind;Gigawatt-hour;2686.254;;
2022-03;Wind;Gigawatt-hour;1219.405;;
2022-04;Wind;Gigawatt-hour;1706.811;;
2022-05;Wind;Gigawatt-hour;1383.618;;
2022-06;Wind;Gigawatt-hour;918.195;;
2022-07;Wind;Gigawatt-hour;1258.920;;
2022-08;Wind;Gigawatt-hour;750.843;;
2022-09;Wind;Gigawatt-hour;1115.399;;
2022-10;Wind;Gigawatt-hour;1691.051;;
2022-11;Wind;Gigawatt-hour;1257.036;;
2022-12;Wind;Gigawatt-hour;1970.138;;
2023-01;Wind;Gigawatt-hour;2466.095;;
2023-02;Wind;Gigawatt-hour;2259.382;;
2023-03;Wind;Gigawatt-hour;2276.633;;
2023-04;Wind;Gigawatt-hour;1470.003;;
2023-05;Wind;Gigawatt-hour;1486.763;;
2023-06;Wind;Gigawatt-hour;945.937;;
2023-07;Wind;Gigawatt-hour;1237.323;;
2023-08;Wind;Gigawatt-hour;1346.844;;
2023-09;Wind;Gigawatt-hour;1239.832;;
2023-10;Wind;Gigawatt-hour;2512.048;;
2023-11;Wind;Gigawatt-hour;2254.225;;
2023-12;Wind;Gigawatt-hour;3113.682;;
2024-01;Wind;Gigawatt-hour;3038.467;;
2024-02;Wind;Gigawatt-hour;2649.873;;
2024-03;Wind;Gigawatt-hour;2245.528;;
2024-04;Wind;Gigawatt-hour;2010.252;;
2024-05;Wind;Gigawatt-hour;1462.815;;
2024-06;Wind;Gigawatt-hour;1091.258;;
2024-07;Wind;Gigawatt-hour;1157.698;;
2024-08;Wind;Gigawatt-hour;1235.156;;
2024-09;Wind;Gigawatt-hour;2198.046;;
2024-10;Wind;Gigawatt-hour;2114.905;;
2024-11;Wind;Gigawatt-hour;2354.896;;
2024-12;Wind;Gigawatt-hour;2619.732;;
2025-01;Wind;Gigawatt-hour;3122.667;;
2025-02;Wind;Gigawatt-hour;1433.159;;
2025-03;Wind;Gigawatt-hour;1958.132;;
2025-04;Wind;Gigawatt-hour;1701.674;;
2025-05;Wind;Gigawatt-hour;1614.419;;
2025-06;Wind;Gigawatt-hour;2243.421;;
2025-07;Wind;Gigawatt-hour;1409.759;;
2025-08;Wind;Gigawatt-hour;1332.993;;
2016-01;Wind;Percentage;8.674;;
2016-02;Wind;Percentage;11.593;;
2016-03;Wind;Percentage;6.411;;
2016-04;Wind;Percentage;7.636;;
2016-05;Wind;Percentage;6.452;;
2016-06;Wind;Percentage;5.321;;
2016-07;Wind;Percentage;6.023;;
2016-08;Wind;Percentage;6.013;;
2016-09;Wind;Percentage;5.347;;
2016-10;Wind;Percentage;9.096;;
2016-11;Wind;Percentage;10.147;;
2016-12;Wind;Percentage;11.711;;
2017-01;Wind;Percentage;7.796;;
2017-02;Wind;Percentage;9.622;;
2017-03;Wind;Percentage;9.187;;
2017-04;Wind;Percentage;10.882;;
2017-05;Wind;Percentage;7.495;;
2017-06;Wind;Percentage;9.323;;
2017-07;Wind;Percentage;6.122;;
2017-08;Wind;Percentage;6.558;;
2017-09;Wind;Percentage;9.028;;
2017-10;Wind;Percentage;13.243;;
2017-11;Wind;Percentage;9.807;;
2017-12;Wind;Percentage;13.596;;
2018-01;Wind;Percentage;12.421;;
2018-02;Wind;Percentage;4.611;;
2018-03;Wind;Percentage;8.015;;
2018-04;Wind;Percentage;10.939;;
2018-05;Wind;Percentage;6.813;;
2018-06;Wind;Percentage;6.272;;
2018-07;Wind;Percentage;5.237;;
2018-08;Wind;Percentage;5.335;;
2018-09;Wind;Percentage;8.041;;
2018-10;Wind;Percentage;10.950;;
2018-11;Wind;Percentage;7.644;;
2018-12;Wind;Percentage;10.419;;
2019-01;Wind;Percentage;10.603;;
2019-02;Wind;Percentage;12.274;;
2019-03;Wind;Percentage;13.810;;
2019-04;Wind;Percentage;10.405;;
2019-05;Wind;Percentage;8.340;;
2019-06;Wind;Percentage;6.379;;
2019-07;Wind;Percentage;7.502;;
2019-08;Wind;Percentage;4.923;;
2019-09;Wind;Percentage;10.093;;
2019-10;Wind;Percentage;9.167;;
2019-11;Wind;Percentage;10.794;;
2019-12;Wind;Percentage;13.429;;
2020-01;Wind;Percentage;13.868;;
2020-02;Wind;Percentage;17.083;;
2020-03;Wind;Percentage;11.954;;
2020-04;Wind;Percentage;11.589;;
2020-05;Wind;Percentage;10.569;;
2020-06;Wind;Percentage;7.030;;
2020-07;Wind;Percentage;7.616;;
2020-08;Wind;Percentage;6.010;;
2020-09;Wind;Percentage;7.855;;
2020-10;Wind;Percentage;10.360;;
2020-11;Wind;Percentage;9.929;;
2020-12;Wind;Percentage;12.486;;
2021-01;Wind;Percentage;8.747;;
2021-02;Wind;Percentage;10.063;;
2021-03;Wind;Percentage;10.676;;
2021-04;Wind;Percentage;11.017;;
2021-05;Wind;Percentage;11.389;;
2021-06;Wind;Percentage;5.319;;
2021-07;Wind;Percentage;5.305;;
2021-08;Wind;Percentage;7.982;;
2021-09;Wind;Percentage;7.565;;
2021-10;Wind;Percentage;14.893;;
2021-11;Wind;Percentage;11.768;;
2021-12;Wind;Percentage;11.887;;
2022-01;Wind;Percentage;17.074;;
2022-02;Wind;Percentage;19.841;;
2022-03;Wind;Percentage;8.202;;
2022-04;Wind;Percentage;12.562;;
2022-05;Wind;Percentage;10.539;;
2022-06;Wind;Percentage;7.265;;
2022-07;Wind;Percentage;9.875;;
2022-08;Wind;Percentage;5.813;;
2022-09;Wind;Percentage;8.908;;
2022-10;Wind;Percentage;12.817;;
2022-11;Wind;Percentage;9.099;;
2022-12;Wind;Percentage;13.266;;
2023-01;Wind;Percentage;17.391;;
2023-02;Wind;Percentage;17.348;;
2023-03;Wind;Percentage;16.764;;
2023-04;Wind;Percentage;12.440;;
2023-05;Wind;Percentage;12.664;;
2023-06;Wind;Percentage;8.605;;
2023-07;Wind;Percentage;10.721;;
2023-08;Wind;Percentage;11.251;;
2023-09;Wind;Percentage;10.352;;
2023-10;Wind;Percentage;18.710;;
2023-11;Wind;Percentage;16.398;;
2023-12;Wind;Percentage;21.363;;
2024-01;Wind;Percentage;20.985;;
2024-02;Wind;Percentage;20.897;;
2024-03;Wind;Percentage;16.916;;
2024-04;Wind;Percentage;16.677;;
2024-05;Wind;Percentage;12.442;;
2024-06;Wind;Percentage;9.576;;
2024-07;Wind;Percentage;9.706;;
2024-08;Wind;Percentage;9.892;;
2024-09;Wind;Percentage;17.457;;
2024-10;Wind;Percentage;16.115;;
2024-11;Wind;Percentage;16.861;;
2024-12;Wind;Percentage;17.898;;
2025-01;Wind;Percentage;20.087;;
2025-02;Wind;Percentage;10.333;;
2025-03;Wind;Percentage;14.049;;
2025-04;Wind;Percentage;13.233;;
2025-05;Wind;Percentage;13.114;;
2025-06;Wind;Percentage;18.219;;
2025-07;Wind;Percentage;11.100;;
2025-08;Wind;Percentage;11.089;;
2017-01;Wind on shore;Gigawatt-hour;1156.093;;
2017-02;Wind on shore;Gigawatt-hour;1266.168;;
2017-03;Wind on shore;Gigawatt-hour;1201.023;;
2017-04;Wind on shore;Gigawatt-hour;1325.603;;
2017-05;Wind on shore;Gigawatt-hour;912.670;;
2017-06;Wind on shore;Gigawatt-hour;1104.115;;
2017-07;Wind on shore;Gigawatt-hour;748.915;;
2017-08;Wind on shore;Gigawatt-hour;806.095;;
2017-09;Wind on shore;Gigawatt-hour;1108.633;;
2017-10;Wind on shore;Gigawatt-hour;1744.727;;
2017-11;Wind on shore;Gigawatt-hour;1309.571;;
2017-12;Wind on shore;Gigawatt-hour;1848.555;;
2018-01;Wind on shore;Gigawatt-hour;1711.773;;
2018-02;Wind on shore;Gigawatt-hour;594.638;;
2018-03;Wind on shore;Gigawatt-hour;1108.090;;
2018-04;Wind on shore;Gigawatt-hour;1275.428;;
2018-05;Wind on shore;Gigawatt-hour;797.923;;
2018-06;Wind on shore;Gigawatt-hour;748.039;;
2018-07;Wind on shore;Gigawatt-hour;674.737;;
2018-08;Wind on shore;Gigawatt-hour;682.360;;
2018-09;Wind on shore;Gigawatt-hour;985.419;;
2018-10;Wind on shore;Gigawatt-hour;1440.952;;
2018-11;Wind on shore;Gigawatt-hour;1010.325;;
2018-12;Wind on shore;Gigawatt-hour;1457.661;;
2019-01;Wind on shore;Gigawatt-hour;1541.634;;
2019-02;Wind on shore;Gigawatt-hour;1514.338;;
2019-03;Wind on shore;Gigawatt-hour;1775.231;;
2019-04;Wind on shore;Gigawatt-hour;1230.862;;
2019-05;Wind on shore;Gigawatt-hour;1002.763;;
2019-06;Wind on shore;Gigawatt-hour;743.886;;
2019-07;Wind on shore;Gigawatt-hour;893.691;;
2019-08;Wind on shore;Gigawatt-hour;588.167;;
2019-09;Wind on shore;Gigawatt-hour;1176.146;;
2019-10;Wind on shore;Gigawatt-hour;1149.931;;
2019-11;Wind on shore;Gigawatt-hour;1326.235;;
2019-12;Wind on shore;Gigawatt-hour;1760.090;;
2020-01;Wind on shore;Gigawatt-hour;1863.674;;
2020-02;Wind on shore;Gigawatt-hour;2139.094;;
2020-03;Wind on shore;Gigawatt-hour;1473.405;;
2020-04;Wind on shore;Gigawatt-hour;1218.739;;
2020-05;Wind on shore;Gigawatt-hour;1118.020;;
2020-06;Wind on shore;Gigawatt-hour;733.992;;
2020-07;Wind on shore;Gigawatt-hour;858.783;;
2020-08;Wind on shore;Gigawatt-hour;682.638;;
2020-09;Wind on shore;Gigawatt-hour;907.871;;
2020-10;Wind on shore;Gigawatt-hour;1304.337;;
2020-11;Wind on shore;Gigawatt-hour;1260.882;;
2020-12;Wind on shore;Gigawatt-hour;1692.407;;
2021-01;Wind on shore;Gigawatt-hour;1253.160;;
2021-02;Wind on shore;Gigawatt-hour;1289.368;;
2021-03;Wind on shore;Gigawatt-hour;1417.700;;
2021-04;Wind on shore;Gigawatt-hour;1390.181;;
2021-05;Wind on shore;Gigawatt-hour;1404.014;;
2021-06;Wind on shore;Gigawatt-hour;662.819;;
2021-07;Wind on shore;Gigawatt-hour;709.222;;
2021-08;Wind on shore;Gigawatt-hour;1054.057;;
2021-09;Wind on shore;Gigawatt-hour;1053.893;;
2021-10;Wind on shore;Gigawatt-hour;2181.775;;
2021-11;Wind on shore;Gigawatt-hour;1719.481;;
2021-12;Wind on shore;Gigawatt-hour;1861.418;;
2022-01;Wind on shore;Gigawatt-hour;2574.896;;
2022-02;Wind on shore;Gigawatt-hour;2686.254;;
2022-03;Wind on shore;Gigawatt-hour;1219.405;;
2022-04;Wind on shore;Gigawatt-hour;1706.811;;
2022-05;Wind on shore;Gigawatt-hour;1383.618;;
2022-06;Wind on shore;Gigawatt-hour;918.195;;
2022-07;Wind on shore;Gigawatt-hour;1258.920;;
2022-08;Wind on shore;Gigawatt-hour;750.843;;
2022-09;Wind on shore;Gigawatt-hour;1115.399;;
2022-10;Wind on shore;Gigawatt-hour;1691.051;;
2022-11;Wind on shore;Gigawatt-hour;1257.036;;
2022-12;Wind on shore;Gigawatt-hour;1970.138;;
2023-01;Wind on shore;Gigawatt-hour;2466.095;;
2023-02;Wind on shore;Gigawatt-hour;2259.382;;
2023-03;Wind on shore;Gigawatt-hour;2276.633;;
2023-04;Wind on shore;Gigawatt-hour;1470.003;;
2023-05;Wind on shore;Gigawatt-hour;1486.763;;
2023-06;Wind on shore;Gigawatt-hour;945.937;;
2023-07;Wind on shore;Gigawatt-hour;1237.323;;
2023-08;Wind on shore;Gigawatt-hour;1346.844;;
2023-09;Wind on shore;Gigawatt-hour;1239.832;;
2023-10;Wind on shore;Gigawatt-hour;2512.048;;
2023-11;Wind on shore;Gigawatt-hour;2254.225;;
2023-12;Wind on shore;Gigawatt-hour;3113.682;;
2024-01;Wind on shore;Gigawatt-hour;3038.467;;
2024-02;Wind on shore;Gigawatt-hour;2649.873;;
2024-03;Wind on shore;Gigawatt-hour;2245.528;;
2024-04;Wind on shore;Gigawatt-hour;2010.252;;
2024-05;Wind on shore;Gigawatt-hour;1462.815;;
2024-06;Wind on shore;Gigawatt-hour;1091.258;;
2024-07;Wind on shore;Gigawatt-hour;1157.698;;
2024-08;Wind on shore;Gigawatt-hour;1235.156;;
2024-09;Wind on shore;Gigawatt-hour;2198.046;;
2024-10;Wind on shore;Gigawatt-hour;2114.905;;
2024-11;Wind on shore;Gigawatt-hour;2354.896;;
2024-12;Wind on shore;Gigawatt-hour;2619.732;;
2025-01;Wind on shore;Gigawatt-hour;3122.667;;
2025-02;Wind on shore;Gigawatt-hour;1433.159;;
2025-03;Wind on shore;Gigawatt-hour;1958.132;;
2025-04;Wind on shore;Gigawatt-hour;1701.674;;
2025-05;Wind on shore;Gigawatt-hour;1614.419;;
2025-06;Wind on shore;Gigawatt-hour;2243.421;;
2025-07;Wind on shore;Gigawatt-hour;1409.759;;
2025-08;Wind on shore;Gigawatt-hour;1332.993;;
2017-01;Wind on shore;Percentage;7.796;;
2017-02;Wind on shore;Percentage;9.622;;
2017-03;Wind on shore;Percentage;9.187;;
2017-04;Wind on shore;Percentage;10.882;;
2017-05;Wind on shore;Percentage;7.495;;
2017-06;Wind on shore;Percentage;9.323;;
2017-07;Wind on shore;Percentage;6.122;;
2017-08;Wind on shore;Percentage;6.558;;
2017-09;Wind on shore;Percentage;9.028;;
2017-10;Wind on shore;Percentage;13.243;;
2017-11;Wind on shore;Percentage;9.807;;
2017-12;Wind on shore;Percentage;13.596;;
2018-01;Wind on shore;Percentage;12.421;;
2018-02;Wind on shore;Percentage;4.611;;
2018-03;Wind on shore;Percentage;8.015;;
2018-04;Wind on shore;Percentage;10.939;;
2018-05;Wind on shore;Percentage;6.813;;
2018-06;Wind on shore;Percentage;6.272;;
2018-07;Wind on shore;Percentage;5.237;;
2018-08;Wind on shore;Percentage;5.335;;
2018-09;Wind on shore;Percentage;8.041;;
2018-10;Wind on shore;Percentage;10.950;;
2018-11;Wind on shore;Percentage;7.644;;
2018-12;Wind on shore;Percentage;10.419;;
2019-01;Wind on shore;Percentage;10.603;;
2019-02;Wind on shore;Percentage;12.274;;
2019-03;Wind on shore;Percentage;13.810;;
2019-04;Wind on shore;Percentage;10.405;;
2019-05;Wind on shore;Percentage;8.340;;
2019-06;Wind on shore;Percentage;6.379;;
2019-07;Wind on shore;Percentage;7.502;;
2019-08;Wind on shore;Percentage;4.923;;
2019-09;Wind on shore;Percentage;10.093;;
2019-10;Wind on shore;Percentage;9.167;;
2019-11;Wind on shore;Percentage;10.794;;
2019-12;Wind on shore;Percentage;13.429;;
2020-01;Wind on shore;Percentage;13.868;;
2020-02;Wind on shore;Percentage;17.083;;
2020-03;Wind on shore;Percentage;11.954;;
2020-04;Wind on shore;Percentage;11.589;;
2020-05;Wind on shore;Percentage;10.569;;
2020-06;Wind on shore;Percentage;7.030;;
2020-07;Wind on shore;Percentage;7.616;;
2020-08;Wind on shore;Percentage;6.010;;
2020-09;Wind on shore;Percentage;7.855;;
2020-10;Wind on shore;Percentage;10.360;;
2020-11;Wind on shore;Percentage;9.929;;
2020-12;Wind on shore;Percentage;12.486;;
2021-01;Wind on shore;Percentage;8.747;;
2021-02;Wind on shore;Percentage;10.063;;
2021-03;Wind on shore;Percentage;10.676;;
2021-04;Wind on shore;Percentage;11.017;;
2021-05;Wind on shore;Percentage;11.389;;
2021-06;Wind on shore;Percentage;5.319;;
2021-07;Wind on shore;Percentage;5.305;;
2021-08;Wind on shore;Percentage;7.982;;
2021-09;Wind on shore;Percentage;7.565;;
2021-10;Wind on shore;Percentage;14.893;;
2021-11;Wind on shore;Percentage;11.768;;
2021-12;Wind on shore;Percentage;11.887;;
2022-01;Wind on shore;Percentage;17.074;;
2022-02;Wind on shore;Percentage;19.841;;
2022-03;Wind on shore;Percentage;8.202;;
2022-04;Wind on shore;Percentage;12.562;;
2022-05;Wind on shore;Percentage;10.539;;
2022-06;Wind on shore;Percentage;7.265;;
2022-07;Wind on shore;Percentage;9.875;;
2022-08;Wind on shore;Percentage;5.813;;
2022-09;Wind on shore;Percentage;8.908;;
2022-10;Wind on shore;Percentage;12.817;;
2022-11;Wind on shore;Percentage;9.099;;
2022-12;Wind on shore;Percentage;13.266;;
2023-01;Wind on shore;Percentage;17.391;;
2023-02;Wind on shore;Percentage;17.348;;
2023-03;Wind on shore;Percentage;16.764;;
2023-04;Wind on shore;Percentage;12.440;;
2023-05;Wind on shore;Percentage;12.664;;
2023-06;Wind on shore;Percentage;8.605;;
2023-07;Wind on shore;Percentage;10.721;;
2023-08;Wind on shore;Percentage;11.251;;
2023-09;Wind on shore;Percentage;10.352;;
2023-10;Wind on shore;Percentage;18.710;;
2023-11;Wind on shore;Percentage;16.398;;
2023-12;Wind on shore;Percentage;21.363;;
2024-01;Wind on shore;Percentage;20.985;;
2024-02;Wind on shore;Percentage;20.897;;
2024-03;Wind on shore;Percentage;16.916;;
2024-04;Wind on shore;Percentage;16.677;;
2024-05;Wind on shore;Percentage;12.442;;
2024-06;Wind on shore;Percentage;9.576;;
2024-07;Wind on shore;Percentage;9.706;;
2024-08;Wind on shore;Percentage;9.892;;
2024-09;Wind on shore;Percentage;17.457;;
2024-10;Wind on shore;Percentage;16.115;;
