TIME_PERIOD;TYPE;UNIT;OPERATION;OBS_VALUE
2022-07;Hard coal;Thousand tonnes;Final consumption - other sectors;627.992
2022-08;Hard coal;Thousand tonnes;Final consumption - other sectors;677.658
2022-09;Hard coal;Thousand tonnes;Final consumption - other sectors;775.436
2022-10;Hard coal;Thousand tonnes;Final consumption - other sectors;823.588
2022-11;Hard coal;Thousand tonnes;Final consumption - other sectors;828.210
2022-12;Hard coal;Thousand tonnes;Final consumption - other sectors;874.483
2023-01;Hard coal;Thousand tonnes;Final consumption - other sectors;827.012
2023-02;Hard coal;Thousand tonnes;Final consumption - other sectors;788.495
2023-03;Hard coal;Thousand tonnes;Final consumption - other sectors;628.873
2023-04;Hard coal;Thousand tonnes;Final consumption - other sectors;416.330
2023-05;Hard coal;Thousand tonnes;Final consumption - other sectors;425.127
2023-06;Hard coal;Thousand tonnes;Final consumption - other sectors;579.530
2023-07;Hard coal;Thousand tonnes;Final consumption - other sectors;574.241
2023-08;Hard coal;Thousand tonnes;Final consumption - other sectors;716.367
2023-09;Hard coal;Thousand tonnes;Final consumption - other sectors;793.831
2023-10;Hard coal;Thousand tonnes;Final consumption - other sectors;681.093
2023-11;Hard coal;Thousand tonnes;Final consumption - other sectors;559.482
2023-12;Hard coal;Thousand tonnes;Final consumption - other sectors;682.329
2024-01;Hard coal;Thousand tonnes;Final consumption - other sectors;709.619
2024-02;Hard coal;Thousand tonnes;Final consumption - other sectors;308.023
2024-03;Hard coal;Thousand tonnes;Final consumption - other sectors;619.719
2024-04;Hard coal;Thousand tonnes;Final consumption - other sectors;790.991
2024-05;Hard coal;Thousand tonnes;Final consumption - other sectors;602.572
2024-06;Hard coal;Thousand tonnes;Final consumption - other sectors;643.907
2024-07;Hard coal;Thousand tonnes;Final consumption - other sectors;753.609
2024-08;Hard coal;Thousand tonnes;Final consumption - other sectors;592.914
2024-09;Hard coal;Thousand tonnes;Final consumption - other sectors;548.890
2024-10;Hard coal;Thousand tonnes;Final consumption - other sectors;573.070
2024-11;Hard coal;Thousand tonnes;Final consumption - other sectors;415.419
2024-12;Hard coal;Thousand tonnes;Final consumption - other sectors;484.875
2025-01;Hard coal;Thousand tonnes;Final consumption - other sectors;528.331
2025-02;Hard coal;Thousand tonnes;Final consumption - other sectors;606.606
2025-03;Hard coal;Thousand tonnes;Final consumption - other sectors;684.210
2025-04;Hard coal;Thousand tonnes;Final consumption - other sectors;638.535
2025-05;Hard coal;Thousand tonnes;Final consumption - other sectors;575.567
2025-06;Hard coal;Thousand tonnes;Final consumption - other sectors;672.355
2025-07;Hard coal;Thousand tonnes;Final consumption - other sectors;733.262
2025-08;Hard coal;Thousand tonnes;Final consumption - other sectors;612.917
2008-01;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;8056.000
2008-02;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7061.000
2008-03;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7133.000
2008-04;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7547.000
2008-05;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6778.000
2008-06;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7099.000
2008-07;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7365.000
2008-08;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6649.000
2008-09;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7073.000
2008-10;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;8293.000
2008-11;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7066.000
2008-12;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7156.000
2009-01;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7359.000
2009-02;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6684.000
2009-03;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6354.000
2009-04;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5429.000
2009-05;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5729.000
2009-06;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5545.000
2009-07;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6045.000
2009-08;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6184.000
2009-09;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7006.000
2009-10;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7246.000
2009-11;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7090.000
2009-12;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6625.000
2010-01;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5984.000
2010-02;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6776.000
2010-03;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5656.000
2010-04;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6171.000
2010-05;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5395.000
2010-06;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5999.000
2010-07;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6815.000
2010-08;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6748.000
2010-09;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7055.000
2010-10;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7174.000
2010-11;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7871.000
2010-12;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7137.000
2011-01;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7307.000
2011-02;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6956.000
2011-03;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7640.000
2011-04;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6674.000
2011-05;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7506.000
2011-06;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7578.000
2011-07;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7419.000
2011-08;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7254.000
2011-09;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6725.000
2011-10;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6612.000
2011-11;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6954.000
2011-12;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7682.000
2012-01;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6801.000
2012-02;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6272.000
2012-03;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6462.000
2012-04;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5751.000
2012-05;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6239.000
2012-06;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6065.000
2012-07;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6208.000
2012-08;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6258.000
2012-09;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6313.000
2012-10;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6961.000
2012-11;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6728.000
2012-12;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6493.000
2013-01;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6656.000
2013-02;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5346.000
2013-03;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6531.000
2013-04;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6467.000
2013-05;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6017.000
2013-06;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5408.000
2013-07;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6212.000
2013-08;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6275.000
2013-09;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6898.000
2013-10;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7937.000
2013-11;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7233.000
2013-12;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7541.000
2014-01;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6514.000
2014-02;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5730.000
2014-03;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5728.000
2014-04;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5196.000
2014-05;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5470.000
2014-06;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5333.000
2014-07;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6233.000
2014-08;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5549.000
2014-09;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6931.000
2014-10;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7082.000
2014-11;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6908.000
2014-12;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6553.000
2015-01;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5677.000
2015-02;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5002.000
2015-03;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5901.000
2015-04;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6124.000
2015-05;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6074.000
2015-06;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6444.000
2015-07;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5441.000
2015-08;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5937.000
2015-09;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6309.000
2015-10;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7028.000
2015-11;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;7153.000
2015-12;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6977.000
2016-01;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6151.000
2016-02;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6119.000
2016-03;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5507.000
2016-04;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6569.000
2016-05;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5051.000
2016-06;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5245.000
2016-07;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5441.000
2016-08;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5308.000
2016-09;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;8367.000
2016-10;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6305.000
2016-11;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6506.000
2016-12;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6682.000
2017-01;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5810.524
2017-02;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5547.361
2017-03;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6004.677
2017-04;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5773.714
2017-05;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5855.682
2017-06;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5629.559
2017-07;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;5642.180
2017-08;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6227.906
2017-09;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6310.090
2017-10;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6709.918
2017-11;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6781.434
2017-12;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6894.964
2018-01;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6209.716
2018-02;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6028.806
2018-03;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6830.906
2018-04;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6325.358
2018-05;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6300.580
2018-06;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6410.262
2018-07;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6952.042
2018-08;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6607.183
2018-09;Hard coal;Thousand tonnes;Gross inland deliveries - calculated;6352.941
